100;0.000700;100;5.169800;
110;0.000700;110;0.006500;
120;0.000600;120;0.003600;
130;0.000700;130;0.006300;
140;0.000700;140;0.006400;
150;0.000700;150;0.004700;
160;0.000700;160;0.006300;
170;0.000800;170;0.021900;
180;0.000900;180;0.005700;
190;0.000800;190;0.006300;
200;0.000900;200;0.006200;
210;0.018300;210;0.006900;
220;0.001000;220;0.008900;
230;0.001100;230;0.006500;
240;0.001000;240;0.006300;
250;0.001100;250;0.007500;
260;0.001200;260;0.007500;
270;0.001100;270;0.006800;
280;0.001200;280;0.023300;
290;0.001100;290;0.006500;
300;0.001300;300;0.006600;
310;0.001100;310;0.008800;
320;0.001600;320;0.006700;
330;0.001200;330;0.005400;
340;0.001400;340;0.006400;
350;0.001600;350;0.009100;
360;0.001500;360;0.007600;
370;0.001500;370;0.007400;
380;0.002200;380;0.009300;
390;0.001600;390;0.008200;
400;0.001600;400;0.010900;
410;0.001500;410;0.007700;
420;0.001700;420;0.006900;
430;0.001800;430;0.023900;
440;0.002200;440;0.008700;
450;0.001800;450;0.007900;
460;0.001800;460;0.009800;
470;0.002000;470;0.007900;
480;0.002000;480;0.010100;
490;0.001800;490;0.008100;
500;0.001900;500;0.007800;
510;0.001800;510;0.009100;
520;0.001800;520;0.010200;
530;0.001900;530;0.010300;
540;0.002100;540;0.010100;
550;0.002100;550;0.013000;
560;0.002300;560;0.012400;
570;0.002100;570;0.010400;
580;0.002200;580;0.058800;
590;0.002200;590;0.008900;
600;0.002100;600;0.009100;
610;0.002200;610;0.007500;
620;0.002800;620;0.012200;
630;0.002200;630;0.010800;
640;0.004100;640;0.108700;
650;0.004000;650;0.070200;
660;0.002200;660;0.009300;
670;0.002400;670;0.009400;
680;0.004100;680;0.012600;
690;0.002600;690;0.009800;
700;0.002500;700;0.007900;
710;0.002700;710;0.008400;
720;0.002700;720;0.010200;
730;0.002700;730;0.011200;
740;0.004100;740;0.018000;
750;0.002400;750;0.008700;
760;0.003100;760;0.016500;
770;0.002800;770;0.046700;
780;0.002700;780;0.022600;
790;0.002800;790;0.010300;
800;0.002600;800;0.014900;
810;0.002900;810;0.009400;
820;0.002900;820;0.012000;
830;0.003000;830;0.011900;
840;0.002900;840;0.066200;
850;0.002900;850;0.011500;
860;0.003200;860;0.010300;
870;0.003100;870;0.013100;
880;0.003000;880;0.011600;
890;0.002900;890;0.012400;
900;0.003000;900;0.010800;
910;0.003200;910;0.013100;
920;0.003300;920;0.011700;
930;0.003600;930;0.013300;
940;0.003300;940;0.011700;
950;0.003500;950;0.014200;
960;0.003700;960;0.011300;
970;0.003500;970;0.011800;
980;0.003700;980;0.011300;
